Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,graph,datetime,date,day_of_year,week,month,hour,edge_type,source_node_type,source_node_type_name,target_node_type,target_node_type_name
478754,5,595298,31536000,1567.57,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
478754,5,466907,31536000,1232.64,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
478754,5,589943,31536000,1763.76,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
478754,5,577992,31536000,179.32,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
478754,5,523927,31536000,904.42,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
478754,5,616315,31536000,671.78,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
478754,5,642329,31536000,885.78,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
478754,5,571970,31536000,132.51,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
478754,5,632961,31536000,105.23,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
478754,5,473173,31536000,2312.74,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
478754,5,620120,31536000,2277.9,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
478754,5,621924,31536000,611.39,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,630626,31536000,1131.09,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
552988,5,575295,31536000,25163.8,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
575295,5,527449,31536000,516.47,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,459381,31536000,173.64,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,595298,31536000,1609.94,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,466907,31536000,429.42,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,577992,31536000,2117.18,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,537281,31536000,277.44,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,523927,31536000,1211.81,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,595581,31536000,1191.34,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,616315,31536000,2.91,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,642329,31536000,280.94,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,571970,31536000,60.24,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,632961,31536000,281.97,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,473173,31536000,2150.02,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,620120,31536000,1213.18,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,575030,31536000,5529.22,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
575295,5,621924,31536000,1638.18,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,630626,31536000,5053.94,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
552988,5,568284,31536000,7039.65,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
568284,5,567195,31536000,1147.37,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,527449,31536000,285.7,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,459381,31536000,267.45,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,595298,31536000,3054.32,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,466907,31536000,701.36,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,589943,31536000,369.91,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,577992,31536000,279.83,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,537281,31536000,141.32,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,523927,31536000,584.34,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,595581,31536000,1772.19,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,616315,31536000,955.54,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,642329,31536000,818.09,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,503701,31536000,2456.28,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,571970,31536000,92.37,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,632961,31536000,439.2,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,473173,31536000,3084.78,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,620120,31536000,164.3,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,575030,31536000,3861.34,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
568284,5,621924,31536000,817.27,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,503218,31536000,1437.55,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,630626,31536000,7216.68,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
510031,5,508898,31536000,2664.62,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
552988,5,508898,31536000,50214.1,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
508898,5,567195,31536000,5377.2,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,527449,31536000,73.45,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,459381,31536000,624.98,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,595298,31536000,2939.52,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,466907,31536000,1068.85,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,589943,31536000,2951.76,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,537281,31536000,1414.3,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,523927,31536000,3035.49,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,580426,31536000,384.0,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,595581,31536000,1272.62,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,642329,31536000,187.12,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,503701,31536000,3744.72,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,473173,31536000,1245.58,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,620120,31536000,13481.8,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,575030,31536000,19974.0,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
508898,5,621924,31536000,1053.33,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
510031,5,538892,31536000,612.53,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
552988,5,538892,31536000,7866.03,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
538892,5,567195,31536000,804.6,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,527449,31536000,66.56,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,459381,31536000,206.85,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,595298,31536000,2929.23,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,466907,31536000,411.67,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,589943,31536000,1336.5,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,577992,31536000,2087.94,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,537281,31536000,115.09,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,523927,31536000,318.53,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,580426,31536000,287.96,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,642329,31536000,1700.68,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,632961,31536000,232.76,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,473173,31536000,397.53,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
620120,5,538892,31536000,1256.32,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
538892,5,575030,31536000,2011.04,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
538892,5,621924,31536000,7084.51,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
510031,5,572391,31536000,323.44,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
552988,5,572391,31536000,9063.18,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
572391,5,567195,31536000,593.37,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,527449,31536000,377.58,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,459381,31536000,330.92,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,595298,31536000,642.73,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,466907,31536000,288.38,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,589943,31536000,1117.58,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,577992,31536000,619.38,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,537281,31536000,315.44,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,580426,31536000,140.14,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,616315,31536000,253.64,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,503701,31536000,1960.88,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,632961,31536000,214.29,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,473173,31536000,787.03,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
620120,5,572391,31536000,1472.17,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
572391,5,575030,31536000,7690.99,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
572391,5,621924,31536000,3433.52,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
552988,5,542965,31536000,14865.8,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
542965,5,567195,31536000,1031.52,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,527449,31536000,149.53,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,459381,31536000,737.83,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,595298,31536000,3375.37,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,466907,31536000,177.36,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,589943,31536000,232.68,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,537281,31536000,136.94,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,523927,31536000,1100.57,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,580426,31536000,613.8,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,595581,31536000,1637.51,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,616315,31536000,1420.57,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,642329,31536000,415.8,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,571970,31536000,210.09,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,632961,31536000,373.32,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,473173,31536000,310.96,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,620120,31536000,804.21,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,575030,31536000,8413.6,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
542965,5,621924,31536000,798.15,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,503218,31536000,1252.81,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
552988,5,536951,31536000,5234.64,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
536951,5,567195,31536000,4019.67,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,527449,31536000,507.47,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,459381,31536000,200.63,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,595298,31536000,1391.04,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,466907,31536000,620.27,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,589943,31536000,449.32,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,577992,31536000,2552.28,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,537281,31536000,421.71,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,523927,31536000,475.36,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,580426,31536000,394.63,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,595581,31536000,954.38,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,616315,31536000,2141.56,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,642329,31536000,1414.94,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,503701,31536000,3296.54,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,473173,31536000,221.54,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,620120,31536000,1187.43,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
536951,5,575030,31536000,4620.27,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
552988,5,466976,31536000,38019.8,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
466976,5,527449,31536000,640.95,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,459381,31536000,2249.28,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,595298,31536000,7533.16,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,466907,31536000,576.32,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,589943,31536000,3435.72,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,577992,31536000,3963.81,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,537281,31536000,848.82,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,523927,31536000,3202.79,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,642329,31536000,1652.08,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,503701,31536000,5169.73,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,571970,31536000,168.32,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,632961,31536000,723.89,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,473173,31536000,7146.89,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,620120,31536000,248.9,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,575030,31536000,5749.62,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
466976,5,621924,31536000,3816.99,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
510031,5,607386,31536000,915.56,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
552988,5,607386,31536000,67455.8,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
607386,5,567195,31536000,3985.69,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,527449,31536000,352.43,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,459381,31536000,174.81,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,595298,31536000,5638.62,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,466907,31536000,2396.91,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,589943,31536000,622.79,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,537281,31536000,170.71,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,523927,31536000,4129.17,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,580426,31536000,790.97,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,595581,31536000,618.59,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,642329,31536000,2377.76,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,503701,31536000,6084.53,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,632961,31536000,347.93,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,473173,31536000,3632.97,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
620120,5,607386,31536000,601.22,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
607386,5,575030,31536000,18698.1,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
607386,5,621924,31536000,2016.27,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
628223,5,503218,31536000,2582.67,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
628223,5,630626,31536000,8091.25,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
510031,5,628223,31536000,1129.49,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
552988,5,628223,31536000,86251.6,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,4,financial_category,1,person
628223,5,567195,31536000,9336.13,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
628223,5,527449,31536000,576.14,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
628223,5,459381,31536000,978.47,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
628223,5,595298,31536000,8384.06,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
628223,5,466907,31536000,1096.37,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
628223,5,606730,31536000,1846.53,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
628223,5,537281,31536000,948.57,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
628223,5,523927,31536000,4632.3,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
628223,5,580426,31536000,30.83,,,,,,,q1_graph3,2026-01-01 00:00:00,2026-01-01,1,1,1,0,financial,1,person,4,financial_category
