Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,graph,datetime,date,day_of_year,week,month,hour,edge_type,source_node_type,source_node_type_name,target_node_type,target_node_type_name,pair_min,pair_max
629627,1,544615,25237137,1.0,4.0,2.0,-1.16067,-162.983,-20.6565,91.7841,q1_graph2,2025-10-20 02:18:57,2025-10-20,293,43,10,2,phone,1,person,1,person,544615,629627
534449,0,629627,25271522,1.0,,,,,,,q1_graph2,2025-10-20 11:52:02,2025-10-20,293,43,10,11,email,1,person,1,person,534449,629627
534449,1,629627,25295649,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983,q1_graph2,2025-10-20 18:34:09,2025-10-20,293,43,10,18,phone,1,person,1,person,534449,629627
534449,1,629627,25297793,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983,q1_graph2,2025-10-20 19:09:53,2025-10-20,293,43,10,19,phone,1,person,1,person,534449,629627
544615,0,629627,25301697,1.0,,,,,,,q1_graph2,2025-10-20 20:14:57,2025-10-20,293,43,10,20,email,1,person,1,person,544615,629627
544615,0,629627,25342520,1.0,,,,,,,q1_graph2,2025-10-21 07:35:20,2025-10-21,294,43,10,7,email,1,person,1,person,544615,629627
534449,0,544615,25374490,1.0,,,,,,,q1_graph2,2025-10-21 16:28:10,2025-10-21,294,43,10,16,email,1,person,1,person,534449,544615
544615,0,629627,25401849,1.0,,,,,,,q1_graph2,2025-10-22 00:04:09,2025-10-22,295,43,10,0,email,1,person,1,person,544615,629627
534449,1,629627,25414057,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983,q1_graph2,2025-10-22 03:27:37,2025-10-22,295,43,10,3,phone,1,person,1,person,534449,629627
534449,0,544615,25414331,1.0,,,,,,,q1_graph2,2025-10-22 03:32:11,2025-10-22,295,43,10,3,email,1,person,1,person,534449,544615
534449,0,629627,25436062,1.0,,,,,,,q1_graph2,2025-10-22 09:34:22,2025-10-22,295,43,10,9,email,1,person,1,person,534449,629627
544615,0,534449,25483276,1.0,,,,,,,q1_graph2,2025-10-22 22:41:16,2025-10-22,295,43,10,22,email,1,person,1,person,534449,544615
629627,1,544615,25513507,1.0,4.0,2.0,-1.16067,-162.983,-20.6565,91.7841,q1_graph2,2025-10-23 07:05:07,2025-10-23,296,43,10,7,phone,1,person,1,person,544615,629627
629627,1,534449,25576317,1.0,4.0,2.0,-1.16067,-162.983,-24.0127,90.9734,q1_graph2,2025-10-24 00:31:57,2025-10-24,297,43,10,0,phone,1,person,1,person,534449,629627
534449,1,629627,25588871,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983,q1_graph2,2025-10-24 04:01:11,2025-10-24,297,43,10,4,phone,1,person,1,person,534449,629627
534449,0,544615,25671680,1.0,,,,,,,q1_graph2,2025-10-25 03:01:20,2025-10-25,298,43,10,3,email,1,person,1,person,534449,544615
534449,1,544615,25697695,1.0,2.0,2.0,-24.0127,90.9734,-20.6565,91.7841,q1_graph2,2025-10-25 10:14:55,2025-10-25,298,43,10,10,phone,1,person,1,person,534449,544615
534449,1,629627,25701216,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983,q1_graph2,2025-10-25 11:13:36,2025-10-25,298,43,10,11,phone,1,person,1,person,534449,629627
534449,1,629627,25731350,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983,q1_graph2,2025-10-25 19:35:50,2025-10-25,298,43,10,19,phone,1,person,1,person,534449,629627
534449,1,629627,25732566,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983,q1_graph2,2025-10-25 19:56:06,2025-10-25,298,43,10,19,phone,1,person,1,person,534449,629627
544615,0,534449,25748798,1.0,,,,,,,q1_graph2,2025-10-26 00:26:38,2025-10-26,299,43,10,0,email,1,person,1,person,534449,544615
629627,1,534449,25775624,1.0,4.0,2.0,-1.16067,-162.983,-24.0127,90.9734,q1_graph2,2025-10-26 07:53:44,2025-10-26,299,43,10,7,phone,1,person,1,person,534449,629627
544615,0,534449,25824899,1.0,,,,,,,q1_graph2,2025-10-26 21:34:59,2025-10-26,299,43,10,21,email,1,person,1,person,534449,544615
534449,0,629627,25866331,1.0,,,,,,,q1_graph2,2025-10-27 09:05:31,2025-10-27,300,44,10,9,email,1,person,1,person,534449,629627
629627,1,544615,25867283,1.0,4.0,2.0,-1.16067,-162.983,-20.6565,91.7841,q1_graph2,2025-10-27 09:21:23,2025-10-27,300,44,10,9,phone,1,person,1,person,544615,629627
534449,1,544615,25869591,1.0,2.0,2.0,-24.0127,90.9734,-20.6565,91.7841,q1_graph2,2025-10-27 09:59:51,2025-10-27,300,44,10,9,phone,1,person,1,person,534449,544615
629627,1,544615,25877029,1.0,4.0,2.0,-1.16067,-162.983,-20.6565,91.7841,q1_graph2,2025-10-27 12:03:49,2025-10-27,300,44,10,12,phone,1,person,1,person,544615,629627
534449,1,544615,25963428,1.0,2.0,2.0,-24.0127,90.9734,-20.6565,91.7841,q1_graph2,2025-10-28 12:03:48,2025-10-28,301,44,10,12,phone,1,person,1,person,534449,544615
534449,1,544615,25969258,1.0,2.0,2.0,-24.0127,90.9734,-20.6565,91.7841,q1_graph2,2025-10-28 13:40:58,2025-10-28,301,44,10,13,phone,1,person,1,person,534449,544615
534449,1,629627,25982184,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983,q1_graph2,2025-10-28 17:16:24,2025-10-28,301,44,10,17,phone,1,person,1,person,534449,629627
544615,0,534449,25995369,1.0,,,,,,,q1_graph2,2025-10-28 20:56:09,2025-10-28,301,44,10,20,email,1,person,1,person,534449,544615
534449,1,544615,26004350,1.0,2.0,2.0,-24.0127,90.9734,-20.6565,91.7841,q1_graph2,2025-10-28 23:25:50,2025-10-28,301,44,10,23,phone,1,person,1,person,534449,544615
534449,1,629627,26069795,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983,q1_graph2,2025-10-29 17:36:35,2025-10-29,302,44,10,17,phone,1,person,1,person,534449,629627
544615,0,534449,26094730,1.0,,,,,,,q1_graph2,2025-10-30 00:32:10,2025-10-30,303,44,10,0,email,1,person,1,person,534449,544615
544615,0,534449,26191809,1.0,,,,,,,q1_graph2,2025-10-31 03:30:09,2025-10-31,304,44,10,3,email,1,person,1,person,534449,544615
534449,0,544615,26269047,1.0,,,,,,,q1_graph2,2025-11-01 00:57:27,2025-11-01,305,44,11,0,email,1,person,1,person,534449,544615
534449,0,544615,26277178,1.0,,,,,,,q1_graph2,2025-11-01 03:12:58,2025-11-01,305,44,11,3,email,1,person,1,person,534449,544615
614761,1,542965,1672686,1.0,1.0,2.0,-27.7842,-8.74823,-21.896,89.4,q1_graph3,2025-01-20 08:38:06,2025-01-20,20,4,1,8,phone,1,person,1,person,542965,614761
538892,1,572391,1749455,1.0,2.0,2.0,-23.5953,91.3571,-21.1411,91.1427,q1_graph3,2025-01-21 05:57:35,2025-01-21,21,4,1,5,phone,1,person,1,person,538892,572391
538892,0,614761,2020424,1.0,,,,,,,q1_graph3,2025-01-24 09:13:44,2025-01-24,24,4,1,9,email,1,person,1,person,538892,614761
614761,1,500813,2220686,1.0,1.0,1.0,-27.7842,-8.74823,-29.1714,-10.493,q1_graph3,2025-01-26 16:51:26,2025-01-26,26,4,1,16,phone,1,person,1,person,500813,614761
500813,0,542965,2274331,1.0,,,,,,,q1_graph3,2025-01-27 07:45:31,2025-01-27,27,5,1,7,email,1,person,1,person,500813,542965
500813,0,614761,2380177,1.0,,,,,,,q1_graph3,2025-01-28 13:09:37,2025-01-28,28,5,1,13,email,1,person,1,person,500813,614761
614761,0,542965,2430149,1.0,,,,,,,q1_graph3,2025-01-29 03:02:29,2025-01-29,29,5,1,3,email,1,person,1,person,542965,614761
500813,1,542965,2476844,1.0,1.0,2.0,-29.1714,-10.493,-21.896,89.4,q1_graph3,2025-01-29 16:00:44,2025-01-29,29,5,1,16,phone,1,person,1,person,500813,542965
500813,0,538892,2975300,1.0,,,,,,,q1_graph3,2025-02-04 10:28:20,2025-02-04,35,6,2,10,email,1,person,1,person,500813,538892
500813,1,614761,3117621,1.0,1.0,1.0,-29.1714,-10.493,-27.7842,-8.74823,q1_graph3,2025-02-06 02:00:21,2025-02-06,37,6,2,2,phone,1,person,1,person,500813,614761
614761,1,500813,3346166,1.0,1.0,1.0,-27.7842,-8.74823,-29.1714,-10.493,q1_graph3,2025-02-08 17:29:26,2025-02-08,39,6,2,17,phone,1,person,1,person,500813,614761
614761,0,542965,3657899,1.0,,,,,,,q1_graph3,2025-02-12 08:04:59,2025-02-12,43,7,2,8,email,1,person,1,person,542965,614761
538892,1,500813,3695899,1.0,2.0,1.0,-23.5953,91.3571,-29.1714,-10.493,q1_graph3,2025-02-12 18:38:19,2025-02-12,43,7,2,18,phone,1,person,1,person,500813,538892
614761,1,572391,3942418,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427,q1_graph3,2025-02-15 15:06:58,2025-02-15,46,7,2,15,phone,1,person,1,person,572391,614761
500813,0,572391,4119524,1.0,,,,,,,q1_graph3,2025-02-17 16:18:44,2025-02-17,48,8,2,16,email,1,person,1,person,500813,572391
500813,1,572391,4270415,1.0,1.0,2.0,-29.1714,-10.493,-21.1411,91.1427,q1_graph3,2025-02-19 10:13:35,2025-02-19,50,8,2,10,phone,1,person,1,person,500813,572391
493094,0,572391,4299598,1.0,,,,,,,q1_graph3,2025-02-19 18:19:58,2025-02-19,50,8,2,18,email,1,person,1,person,493094,572391
536003,0,572391,4571584,1.0,,,,,,,q1_graph3,2025-02-22 21:53:04,2025-02-22,53,8,2,21,email,1,person,1,person,536003,572391
536003,0,493094,4606382,1.0,,,,,,,q1_graph3,2025-02-23 07:33:02,2025-02-23,54,8,2,7,email,1,person,1,person,493094,536003
521318,0,572391,4751398,1.0,,,,,,,q1_graph3,2025-02-24 23:49:58,2025-02-24,55,9,2,23,email,1,person,1,person,521318,572391
536003,0,493094,4751604,1.0,,,,,,,q1_graph3,2025-02-24 23:53:24,2025-02-24,55,9,2,23,email,1,person,1,person,493094,536003
493094,0,536003,4786310,1.0,,,,,,,q1_graph3,2025-02-25 09:31:50,2025-02-25,56,9,2,9,email,1,person,1,person,493094,536003
493094,0,521318,4803460,1.0,,,,,,,q1_graph3,2025-02-25 14:17:40,2025-02-25,56,9,2,14,email,1,person,1,person,493094,521318
521318,0,493094,4879592,1.0,,,,,,,q1_graph3,2025-02-26 11:26:32,2025-02-26,57,9,2,11,email,1,person,1,person,493094,521318
542649,0,493094,4889936,1.0,,,,,,,q1_graph3,2025-02-26 14:18:56,2025-02-26,57,9,2,14,email,1,person,1,person,493094,542649
493094,0,572391,5001127,1.0,,,,,,,q1_graph3,2025-02-27 21:12:07,2025-02-27,58,9,2,21,email,1,person,1,person,493094,572391
536003,0,572391,5047092,1.0,,,,,,,q1_graph3,2025-02-28 09:58:12,2025-02-28,59,9,2,9,email,1,person,1,person,536003,572391
614761,0,572391,5120855,1.0,,,,,,,q1_graph3,2025-03-01 06:27:35,2025-03-01,60,9,3,6,email,1,person,1,person,572391,614761
521318,0,572391,5380865,1.0,,,,,,,q1_graph3,2025-03-04 06:41:05,2025-03-04,63,10,3,6,email,1,person,1,person,521318,572391
572391,0,493094,5415006,1.0,,,,,,,q1_graph3,2025-03-04 16:10:06,2025-03-04,63,10,3,16,email,1,person,1,person,493094,572391
542649,0,493094,5549295,1.0,,,,,,,q1_graph3,2025-03-06 05:28:15,2025-03-06,65,10,3,5,email,1,person,1,person,493094,542649
614761,0,538892,5552690,1.0,,,,,,,q1_graph3,2025-03-06 06:24:50,2025-03-06,65,10,3,6,email,1,person,1,person,538892,614761
614761,1,538892,5568861,1.0,1.0,2.0,-27.7842,-8.74823,-23.5953,91.3571,q1_graph3,2025-03-06 10:54:21,2025-03-06,65,10,3,10,phone,1,person,1,person,538892,614761
493094,0,536003,5570859,1.0,,,,,,,q1_graph3,2025-03-06 11:27:39,2025-03-06,65,10,3,11,email,1,person,1,person,493094,536003
572391,0,493094,5600496,1.0,,,,,,,q1_graph3,2025-03-06 19:41:36,2025-03-06,65,10,3,19,email,1,person,1,person,493094,572391
536003,0,493094,5657250,1.0,,,,,,,q1_graph3,2025-03-07 11:27:30,2025-03-07,66,10,3,11,email,1,person,1,person,493094,536003
542649,0,493094,5695888,1.0,,,,,,,q1_graph3,2025-03-07 22:11:28,2025-03-07,66,10,3,22,email,1,person,1,person,493094,542649
493094,0,572391,5768758,1.0,,,,,,,q1_graph3,2025-03-08 18:25:58,2025-03-08,67,10,3,18,email,1,person,1,person,493094,572391
500813,0,542965,5776123,1.0,,,,,,,q1_graph3,2025-03-08 20:28:43,2025-03-08,67,10,3,20,email,1,person,1,person,500813,542965
500813,0,614761,5822309,1.0,,,,,,,q1_graph3,2025-03-09 09:18:29,2025-03-09,68,10,3,9,email,1,person,1,person,500813,614761
493094,0,536003,5927475,1.0,,,,,,,q1_graph3,2025-03-10 14:31:15,2025-03-10,69,11,3,14,email,1,person,1,person,493094,536003
521318,0,493094,5939231,1.0,,,,,,,q1_graph3,2025-03-10 17:47:11,2025-03-10,69,11,3,17,email,1,person,1,person,493094,521318
572391,0,493094,5946490,1.0,,,,,,,q1_graph3,2025-03-10 19:48:10,2025-03-10,69,11,3,19,email,1,person,1,person,493094,572391
521318,0,572391,5953630,1.0,,,,,,,q1_graph3,2025-03-10 21:47:10,2025-03-10,69,11,3,21,email,1,person,1,person,521318,572391
536003,0,572391,5997711,1.0,,,,,,,q1_graph3,2025-03-11 10:01:51,2025-03-11,70,11,3,10,email,1,person,1,person,536003,572391
536003,0,493094,6045248,1.0,,,,,,,q1_graph3,2025-03-11 23:14:08,2025-03-11,70,11,3,23,email,1,person,1,person,493094,536003
521318,0,572391,6088471,1.0,,,,,,,q1_graph3,2025-03-12 11:14:31,2025-03-12,71,11,3,11,email,1,person,1,person,521318,572391
493094,0,536003,6099754,1.0,,,,,,,q1_graph3,2025-03-12 14:22:34,2025-03-12,71,11,3,14,email,1,person,1,person,493094,536003
572391,0,493094,6264092,1.0,,,,,,,q1_graph3,2025-03-14 12:01:32,2025-03-14,73,11,3,12,email,1,person,1,person,493094,572391
538892,0,500813,6547149,1.0,,,,,,,q1_graph3,2025-03-17 18:39:09,2025-03-17,76,12,3,18,email,1,person,1,person,500813,538892
493094,0,536003,6551747,1.0,,,,,,,q1_graph3,2025-03-17 19:55:47,2025-03-17,76,12,3,19,email,1,person,1,person,493094,536003
536003,0,572391,6661462,1.0,,,,,,,q1_graph3,2025-03-19 02:24:22,2025-03-19,78,12,3,2,email,1,person,1,person,536003,572391
521318,0,493094,6707208,1.0,,,,,,,q1_graph3,2025-03-19 15:06:48,2025-03-19,78,12,3,15,email,1,person,1,person,493094,521318
493094,0,572391,6741098,1.0,,,,,,,q1_graph3,2025-03-20 00:31:38,2025-03-20,79,12,3,0,email,1,person,1,person,493094,572391
493094,0,536003,6868180,1.0,,,,,,,q1_graph3,2025-03-21 11:49:40,2025-03-21,80,12,3,11,email,1,person,1,person,493094,536003
572391,0,493094,6969107,1.0,,,,,,,q1_graph3,2025-03-22 15:51:47,2025-03-22,81,12,3,15,email,1,person,1,person,493094,572391
521318,0,572391,7234277,1.0,,,,,,,q1_graph3,2025-03-25 17:31:17,2025-03-25,84,13,3,17,email,1,person,1,person,521318,572391
538892,1,572391,7238975,1.0,2.0,2.0,-23.5953,91.3571,-21.1411,91.1427,q1_graph3,2025-03-25 18:49:35,2025-03-25,84,13,3,18,phone,1,person,1,person,538892,572391
493094,0,572391,7257372,1.0,,,,,,,q1_graph3,2025-03-25 23:56:12,2025-03-25,84,13,3,23,email,1,person,1,person,493094,572391
493094,0,536003,7361660,1.0,,,,,,,q1_graph3,2025-03-27 04:54:20,2025-03-27,86,13,3,4,email,1,person,1,person,493094,536003
614761,1,500813,7532107,1.0,1.0,1.0,-27.7842,-8.74823,-29.1714,-10.493,q1_graph3,2025-03-29 04:15:07,2025-03-29,88,13,3,4,phone,1,person,1,person,500813,614761
614761,0,542965,7616725,1.0,,,,,,,q1_graph3,2025-03-30 03:45:25,2025-03-30,89,13,3,3,email,1,person,1,person,542965,614761
493094,0,572391,7632859,1.0,,,,,,,q1_graph3,2025-03-30 08:14:19,2025-03-30,89,13,3,8,email,1,person,1,person,493094,572391
493094,0,572391,7691776,1.0,,,,,,,q1_graph3,2025-03-31 00:36:16,2025-03-31,90,14,3,0,email,1,person,1,person,493094,572391
521318,0,493094,7902315,1.0,,,,,,,q1_graph3,2025-04-02 11:05:15,2025-04-02,92,14,4,11,email,1,person,1,person,493094,521318
572391,0,493094,8028888,1.0,,,,,,,q1_graph3,2025-04-03 22:14:48,2025-04-03,93,14,4,22,email,1,person,1,person,493094,572391
538892,1,572391,8055403,1.0,2.0,2.0,-23.5953,91.3571,-21.1411,91.1427,q1_graph3,2025-04-04 05:36:43,2025-04-04,94,14,4,5,phone,1,person,1,person,538892,572391
521318,0,572391,8119549,1.0,,,,,,,q1_graph3,2025-04-04 23:25:49,2025-04-04,94,14,4,23,email,1,person,1,person,521318,572391
538892,1,500813,8277723,1.0,2.0,1.0,-23.5953,91.3571,-29.1714,-10.493,q1_graph3,2025-04-06 19:22:03,2025-04-06,96,14,4,19,phone,1,person,1,person,500813,538892
572391,0,493094,8396953,1.0,,,,,,,q1_graph3,2025-04-08 04:29:13,2025-04-08,98,15,4,4,email,1,person,1,person,493094,572391
538892,1,542965,8521304,1.0,2.0,2.0,-23.5953,91.3571,-21.896,89.4,q1_graph3,2025-04-09 15:01:44,2025-04-09,99,15,4,15,phone,1,person,1,person,538892,542965
521318,0,572391,8698081,1.0,,,,,,,q1_graph3,2025-04-11 16:08:01,2025-04-11,101,15,4,16,email,1,person,1,person,521318,572391
541619,1,607386,8912739,1.0,4.0,0.0,5.91178,-161.276,33.5741,-40.3904,q1_graph3,2025-04-14 03:45:39,2025-04-14,104,16,4,3,phone,1,person,1,person,541619,607386
572391,0,493094,8951610,1.0,,,,,,,q1_graph3,2025-04-14 14:33:30,2025-04-14,104,16,4,14,email,1,person,1,person,493094,572391
614761,1,572391,9032836,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427,q1_graph3,2025-04-15 13:07:16,2025-04-15,105,16,4,13,phone,1,person,1,person,572391,614761
544074,0,516236,9043949,1.0,,,,,,,q1_graph3,2025-04-15 16:12:29,2025-04-15,105,16,4,16,email,1,person,1,person,516236,544074
544074,0,516236,9056801,1.0,,,,,,,q1_graph3,2025-04-15 19:46:41,2025-04-15,105,16,4,19,email,1,person,1,person,516236,544074
493652,1,607386,9064253,1.0,5.0,0.0,24.9831,155.446,33.5741,-40.3904,q1_graph3,2025-04-15 21:50:53,2025-04-15,105,16,4,21,phone,1,person,1,person,493652,607386
493652,1,538892,9115787,1.0,5.0,2.0,24.9831,155.446,-23.5953,91.3571,q1_graph3,2025-04-16 12:09:47,2025-04-16,106,16,4,12,phone,1,person,1,person,493652,538892
544074,0,607386,9132905,1.0,,,,,,,q1_graph3,2025-04-16 16:55:05,2025-04-16,106,16,4,16,email,1,person,1,person,544074,607386
538892,1,542965,9173851,1.0,2.0,2.0,-23.5953,91.3571,-21.896,89.4,q1_graph3,2025-04-17 04:17:31,2025-04-17,107,16,4,4,phone,1,person,1,person,538892,542965
544074,0,493652,9188843,1.0,,,,,,,q1_graph3,2025-04-17 08:27:23,2025-04-17,107,16,4,8,email,1,person,1,person,493652,544074
541619,1,607386,9268385,1.0,4.0,0.0,5.91178,-161.276,33.5741,-40.3904,q1_graph3,2025-04-18 06:33:05,2025-04-18,108,16,4,6,phone,1,person,1,person,541619,607386
538892,1,607386,9366388,1.0,2.0,0.0,-23.5953,91.3571,33.5741,-40.3904,q1_graph3,2025-04-19 09:46:28,2025-04-19,109,16,4,9,phone,1,person,1,person,538892,607386
541619,0,538892,9412792,1.0,,,,,,,q1_graph3,2025-04-19 22:39:52,2025-04-19,109,16,4,22,email,1,person,1,person,538892,541619
572391,0,542649,9421205,1.0,,,,,,,q1_graph3,2025-04-20 01:00:05,2025-04-20,110,16,4,1,email,1,person,1,person,542649,572391
542649,0,572391,9466049,1.0,,,,,,,q1_graph3,2025-04-20 13:27:29,2025-04-20,110,16,4,13,email,1,person,1,person,542649,572391
500813,1,542965,9621064,1.0,1.0,2.0,-29.1714,-10.493,-21.896,89.4,q1_graph3,2025-04-22 08:31:04,2025-04-22,112,17,4,8,phone,1,person,1,person,500813,542965
544074,0,493652,9633884,1.0,,,,,,,q1_graph3,2025-04-22 12:04:44,2025-04-22,112,17,4,12,email,1,person,1,person,493652,544074
541619,1,607386,9637884,1.0,4.0,0.0,5.91178,-161.276,33.5741,-40.3904,q1_graph3,2025-04-22 13:11:24,2025-04-22,112,17,4,13,phone,1,person,1,person,541619,607386
538892,1,544074,9640210,1.0,2.0,4.0,-23.5953,91.3571,2.35166,-161.322,q1_graph3,2025-04-22 13:50:10,2025-04-22,112,17,4,13,phone,1,person,1,person,538892,544074
500813,1,542965,9662291,1.0,1.0,2.0,-29.1714,-10.493,-21.896,89.4,q1_graph3,2025-04-22 19:58:11,2025-04-22,112,17,4,19,phone,1,person,1,person,500813,542965
500813,0,614761,9670356,1.0,,,,,,,q1_graph3,2025-04-22 22:12:36,2025-04-22,112,17,4,22,email,1,person,1,person,500813,614761
493652,1,516236,9732498,1.0,5.0,0.0,24.9831,155.446,32.1192,-47.3531,q1_graph3,2025-04-23 15:28:18,2025-04-23,113,17,4,15,phone,1,person,1,person,493652,516236
544074,0,541619,9798433,1.0,,,,,,,q1_graph3,2025-04-24 09:47:13,2025-04-24,114,17,4,9,email,1,person,1,person,541619,544074
541619,1,544074,9857200,1.0,4.0,4.0,5.91178,-161.276,2.35166,-161.322,q1_graph3,2025-04-25 02:06:40,2025-04-25,115,17,4,2,phone,1,person,1,person,541619,544074
572391,0,542649,9906612,1.0,,,,,,,q1_graph3,2025-04-25 15:50:12,2025-04-25,115,17,4,15,email,1,person,1,person,542649,572391
614761,1,542965,10045065,1.0,1.0,2.0,-27.7842,-8.74823,-21.896,89.4,q1_graph3,2025-04-27 06:17:45,2025-04-27,117,17,4,6,phone,1,person,1,person,542965,614761
538892,1,493652,10142894,1.0,2.0,5.0,-23.5953,91.3571,24.9831,155.446,q1_graph3,2025-04-28 09:28:14,2025-04-28,118,18,4,9,phone,1,person,1,person,493652,538892
541619,0,493652,10234286,1.0,,,,,,,q1_graph3,2025-04-29 10:51:26,2025-04-29,119,18,4,10,email,1,person,1,person,493652,541619
516236,1,538892,10245839,1.0,0.0,2.0,32.1192,-47.3531,-23.5953,91.3571,q1_graph3,2025-04-29 14:03:59,2025-04-29,119,18,4,14,phone,1,person,1,person,516236,538892
493652,1,544074,10284633,1.0,5.0,4.0,24.9831,155.446,2.35166,-161.322,q1_graph3,2025-04-30 00:50:33,2025-04-30,120,18,4,0,phone,1,person,1,person,493652,544074
607386,0,516236,10300433,1.0,,,,,,,q1_graph3,2025-04-30 05:13:53,2025-04-30,120,18,4,5,email,1,person,1,person,516236,607386
493652,1,541619,10335267,1.0,5.0,4.0,24.9831,155.446,5.91178,-161.276,q1_graph3,2025-04-30 14:54:27,2025-04-30,120,18,4,14,phone,1,person,1,person,493652,541619
544074,0,541619,10375445,1.0,,,,,,,q1_graph3,2025-05-01 02:04:05,2025-05-01,121,18,5,2,email,1,person,1,person,541619,544074
607386,0,538892,10473136,1.0,,,,,,,q1_graph3,2025-05-02 05:12:16,2025-05-02,122,18,5,5,email,1,person,1,person,538892,607386
541619,0,516236,10533925,1.0,,,,,,,q1_graph3,2025-05-02 22:05:25,2025-05-02,122,18,5,22,email,1,person,1,person,516236,541619
493652,0,538892,10571496,1.0,,,,,,,q1_graph3,2025-05-03 08:31:36,2025-05-03,123,18,5,8,email,1,person,1,person,493652,538892
542649,0,572391,10573818,1.0,,,,,,,q1_graph3,2025-05-03 09:10:18,2025-05-03,123,18,5,9,email,1,person,1,person,542649,572391
493652,1,516236,10607688,1.0,5.0,0.0,24.9831,155.446,32.1192,-47.3531,q1_graph3,2025-05-03 18:34:48,2025-05-03,123,18,5,18,phone,1,person,1,person,493652,516236
614761,1,572391,10706025,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427,q1_graph3,2025-05-04 21:53:45,2025-05-04,124,18,5,21,phone,1,person,1,person,572391,614761
544074,0,516236,10753668,1.0,,,,,,,q1_graph3,2025-05-05 11:07:48,2025-05-05,125,19,5,11,email,1,person,1,person,516236,544074
607386,0,493652,10820701,1.0,,,,,,,q1_graph3,2025-05-06 05:45:01,2025-05-06,126,19,5,5,email,1,person,1,person,493652,607386
541619,0,607386,10866945,1.0,,,,,,,q1_graph3,2025-05-06 18:35:45,2025-05-06,126,19,5,18,email,1,person,1,person,541619,607386
544074,0,541619,10914107,1.0,,,,,,,q1_graph3,2025-05-07 07:41:47,2025-05-07,127,19,5,7,email,1,person,1,person,541619,544074
614761,1,572391,10985332,1.0,1.0,2.0,-27.7842,-8.74823,-21.1411,91.1427,q1_graph3,2025-05-08 03:28:52,2025-05-08,128,19,5,3,phone,1,person,1,person,572391,614761
544074,0,541619,11057489,1.0,,,,,,,q1_graph3,2025-05-08 23:31:29,2025-05-08,128,19,5,23,email,1,person,1,person,541619,544074
516236,1,538892,11075131,1.0,0.0,2.0,32.1192,-47.3531,-23.5953,91.3571,q1_graph3,2025-05-09 04:25:31,2025-05-09,129,19,5,4,phone,1,person,1,person,516236,538892
607386,0,541619,11104277,1.0,,,,,,,q1_graph3,2025-05-09 12:31:17,2025-05-09,129,19,5,12,email,1,person,1,person,541619,607386
607386,0,538892,11212797,1.0,,,,,,,q1_graph3,2025-05-10 18:39:57,2025-05-10,130,19,5,18,email,1,person,1,person,538892,607386
493652,0,538892,11235305,1.0,,,,,,,q1_graph3,2025-05-11 00:55:05,2025-05-11,131,19,5,0,email,1,person,1,person,493652,538892
572391,0,542649,11961227,1.0,,,,,,,q1_graph3,2025-05-19 10:33:47,2025-05-19,139,21,5,10,email,1,person,1,person,542649,572391
542649,0,572391,12641770,1.0,,,,,,,q1_graph3,2025-05-27 07:36:10,2025-05-27,147,22,5,7,email,1,person,1,person,542649,572391
542649,0,572391,13490410,1.0,,,,,,,q1_graph3,2025-06-06 03:20:10,2025-06-06,157,23,6,3,email,1,person,1,person,542649,572391
542649,0,572391,13687156,1.0,,,,,,,q1_graph3,2025-06-08 09:59:16,2025-06-08,159,23,6,9,email,1,person,1,person,542649,572391
538892,0,541619,16628392,1.0,,,,,,,q1_graph3,2025-07-12 10:59:52,2025-07-12,193,28,7,10,email,1,person,1,person,538892,541619
538892,0,541619,16897710,1.0,,,,,,,q1_graph3,2025-07-15 13:48:30,2025-07-15,196,29,7,13,email,1,person,1,person,538892,541619
544074,1,538892,17121072,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,q1_graph3,2025-07-18 03:51:12,2025-07-18,199,29,7,3,phone,1,person,1,person,538892,544074
544074,1,541619,17149567,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,q1_graph3,2025-07-18 11:46:07,2025-07-18,199,29,7,11,phone,1,person,1,person,541619,544074
544074,1,541619,17429185,1.0,4.0,4.0,2.35166,-161.322,5.91178,-161.276,q1_graph3,2025-07-21 17:26:25,2025-07-21,202,30,7,17,phone,1,person,1,person,541619,544074
538892,0,541619,17499134,1.0,,,,,,,q1_graph3,2025-07-22 12:52:14,2025-07-22,203,30,7,12,email,1,person,1,person,538892,541619
544074,1,538892,17601232,1.0,4.0,2.0,2.35166,-161.322,-23.5953,91.3571,q1_graph3,2025-07-23 17:13:52,2025-07-23,204,30,7,17,phone,1,person,1,person,538892,544074
